Product,Category,Unit_Price,Quantity,Discount,Total_Price
Tanqueray,Alcoholic Beverages,33.6,8,0.0,268.8
Vittel,Water,0.65,38,0.1,22.23
Jack Daniels,Alcoholic Beverages,28.44,5,0.15,120.87
Tomato Juice,Juices,3.23,15,0.0,48.45
Granini Apple,Juices,1.64,6,0.0,9.84
Red Bull,Soft Drinks,3.34,100,0.15,283.9
Rockstar,Soft Drinks,2.34,14,0.0,32.76
Schwip Schwap,Soft Drinks,1.2,3,0.0,3.6
Moët & Chandon,Alcoholic Beverages,60.58,2,0.0,121.16
Fanta,Soft Drinks,0.73,31,0.1,20.37
Cranberry Juice,Juices,3.46,11,0.0,38.06
Coca-Cola,Soft Drinks,1.4,90,0.15,107.1
Pepsi,Soft Drinks,1.49,1,0.0,1.49
Passion Fruit Juice,Juices,2.81,32,0.05,85.42
Mango Juice,Juices,2.73,40,0.05,103.74
Riesling,Alcoholic Beverages,16.67,83,0.15,1176.07
Merlot,Alcoholic Beverages,4.22,9,0.0,37.98
Coca-Cola,Soft Drinks,1.21,1,0.0,1.21
Vittel,Water,0.58,1,0.0,0.58
Veuve Clicquot,Alcoholic Beverages,112.46,6,0.0,674.76
Evian,Water,1.26,14,0.0,17.64
Passion Fruit Juice,Juices,2.93,13,0.0,38.09
Fanta,Soft Drinks,1.23,6,0.0,7.38
Merlot,Alcoholic Beverages,4.35,15,0.0,65.25
Tanqueray,Alcoholic Beverages,34.61,15,0.0,519.15
Volvic,Water,0.79,54,0.05,40.53
Cranberry Juice,Juices,3.46,5,0.0,17.3
Tomato Juice,Juices,3.83,47,0.1,162.01
Granini Apple,Juices,1.69,2,0.0,3.38
Evian,Water,1.31,4,0.0,5.24
Tanqueray,Alcoholic Beverages,33.6,9,0.0,302.4
Tanqueray,Alcoholic Beverages,33.6,9,0.0,302.4
Coca-Cola,Soft Drinks,1.04,5,0.0,5.2
Sprite,Soft Drinks,0.56,8,0.0,4.48
Evian,Water,0.83,28,0.15,19.75
Sauvignon Blanc,Alcoholic Beverages,8.57,1,0.0,8.57
Augustiner,Alcoholic Beverages,1.09,9,0.0,9.81
Tomato Juice,Juices,3.33,10,0.0,33.3
Beck's,Alcoholic Beverages,1.46,10,0.0,14.6
Rauch Multivitamin,Juices,2.31,2,0.0,4.62
Tomato Juice,Juices,3.23,10,0.0,32.3
Monster,Soft Drinks,3.12,8,0.0,24.96
Coca-Cola,Soft Drinks,1.14,14,0.0,15.96
Moët & Chandon,Alcoholic Beverages,77.76,37,0.05,2733.26
Beck's,Alcoholic Beverages,1.06,45,0.05,45.32
San Pellegrino,Water,1.09,73,0.15,67.63
Chardonnay,Alcoholic Beverages,4.88,8,0.0,39.04
Pepsi,Soft Drinks,1.58,11,0.0,17.38
Gerolsteiner,Water,1.04,5,0.0,5.2
Rotkäppchen Sekt,Alcoholic Beverages,8.66,79,0.15,581.52
Red Bull,Soft Drinks,3.02,57,0.05,163.53
Fanta,Soft Drinks,1.16,4,0.0,4.64
Rauch Multivitamin,Juices,2.38,2,0.0,4.76
Selters,Water,0.46,6,0.0,2.76
Mountain Dew,Soft Drinks,0.83,4,0.05,3.15
Vittel,Water,0.47,6,0.05,2.68
Rauch Multivitamin,Juices,2.38,14,0.0,33.32
Fritz-Kola,Soft Drinks,2.53,47,0.05,112.96
Mezzo Mix,Soft Drinks,0.61,4,0.0,2.44
Johnnie Walker,Alcoholic Beverages,34.36,30,0.05,979.26
Rauch Multivitamin,Juices,2.38,4,0.0,9.52
Augustiner,Alcoholic Beverages,1.12,2,0.0,2.24
Selters,Water,0.47,13,0.0,6.11
Rauch Multivitamin,Juices,2.28,27,0.1,55.4
Hohes C Orange,Juices,1.75,13,0.0,22.75
Havana Club,Alcoholic Beverages,28.42,36,0.1,920.81
Selters,Water,0.47,5,0.0,2.35
Vio Wasser,Water,1.61,11,0.0,17.71
Merlot,Alcoholic Beverages,4.73,8,0.05,35.95
San Pellegrino,Water,0.91,6,0.0,5.46
Hohes C Orange,Juices,1.86,4,0.0,7.44
Vio Wasser,Water,1.66,2,0.0,3.32
Evian,Water,1.15,73,0.1,75.55
Erdinger Weißbier,Alcoholic Beverages,2.24,4,0.0,8.96
Vio Wasser,Water,1.71,9,0.0,15.39
Apollinaris,Water,0.99,13,0.0,12.87
Augustiner,Alcoholic Beverages,1.09,12,0.0,13.08
Tomato Juice,Juices,3.23,6,0.0,19.38
Cranberry Juice,Juices,3.67,4,0.0,14.68
Coca-Cola,Soft Drinks,1.07,13,0.0,13.91
Tanqueray,Alcoholic Beverages,33.6,11,0.0,369.6
Mango Juice,Juices,2.4,34,0.1,73.44
Havana Club,Alcoholic Beverages,12.58,11,0.0,138.38
Passion Fruit Juice,Juices,3.89,74,0.1,259.07
Riesling,Alcoholic Beverages,4.07,5,0.0,20.35
Mango Juice,Juices,3.28,55,0.1,162.36
Granini Apple,Juices,1.59,15,0.0,23.85
Mango Juice,Juices,3.6,57,0.1,184.68
Hohes C Orange,Juices,2.27,50,0.05,107.82
Schwip Schwap,Soft Drinks,1.27,2,0.0,2.54
Erdinger Weißbier,Alcoholic Beverages,1.98,15,0.0,29.7
Havana Club,Alcoholic Beverages,12.58,8,0.0,100.64
Passion Fruit Juice,Juices,3.02,6,0.0,18.12
Riesling,Alcoholic Beverages,9.0,82,0.1,664.2
Vittel,Water,0.56,8,0.0,4.48
Chardonnay,Alcoholic Beverages,4.74,5,0.0,23.7
Schwip Schwap,Soft Drinks,1.24,7,0.0,8.68
San Pellegrino,Water,0.88,95,0.1,75.24
Moët & Chandon,Alcoholic Beverages,93.93,16,0.05,1427.74
Jack Daniels,Alcoholic Beverages,31.9,57,0.1,1636.47
Cranberry Juice,Juices,4.0,67,0.1,241.2
Tanqueray,Alcoholic Beverages,34.61,2,0.0,69.22
Rockstar,Soft Drinks,2.27,11,0.0,24.97
Jack Daniels,Alcoholic Beverages,41.12,96,0.15,3355.39
Moët & Chandon,Alcoholic Beverages,71.24,24,0.05,1624.27
Veuve Clicquot,Alcoholic Beverages,109.19,12,0.0,1310.28
Tanqueray,Alcoholic Beverages,33.6,13,0.0,436.8
Schwip Schwap,Soft Drinks,1.24,1,0.0,1.24
Mezzo Mix,Soft Drinks,0.57,14,0.05,7.58
Jever,Alcoholic Beverages,1.21,35,0.05,40.23
Tomato Juice,Juices,3.33,7,0.0,23.31
Mango Juice,Juices,4.19,97,0.15,345.47
Mezzo Mix,Soft Drinks,0.59,15,0.0,8.85
Red Bull,Soft Drinks,3.45,84,0.1,260.82
Jever,Alcoholic Beverages,1.88,11,0.0,20.68
Kölsch,Alcoholic Beverages,1.82,55,0.1,90.09
Riesling,Alcoholic Beverages,8.59,95,0.1,734.44
Augustiner,Alcoholic Beverages,2.09,31,0.05,61.55
Mezzo Mix,Soft Drinks,1.21,97,0.05,111.5
Granini Apple,Juices,1.64,12,0.0,19.68
Apollinaris,Water,0.93,14,0.0,13.02
Sprite,Soft Drinks,0.94,87,0.1,73.6
Riesling,Alcoholic Beverages,8.88,66,0.05,556.78
San Pellegrino,Water,0.91,15,0.0,13.65
Rotkäppchen Sekt,Alcoholic Beverages,5.62,36,0.1,182.09
Pepsi,Soft Drinks,1.49,9,0.0,13.41
Vittel,Water,0.58,11,0.0,6.38
Granini Apple,Juices,1.64,7,0.0,11.48
Volvic Touch,Water,0.68,27,0.05,17.44
Erdinger Weißbier,Alcoholic Beverages,1.92,15,0.0,28.8
Red Bull,Soft Drinks,2.35,11,0.0,25.85
Mango Juice,Juices,3.12,3,0.0,9.36
Vio Wasser,Water,1.71,1,0.0,1.71
Selters,Water,0.47,5,0.0,2.35
Beck's,Alcoholic Beverages,1.32,3,0.05,3.76
Rauch Multivitamin,Juices,2.08,19,0.15,33.59
Krombacher,Alcoholic Beverages,1.59,15,0.0,23.85
Volvic,Water,0.58,8,0.0,4.64
Mango Juice,Juices,3.31,6,0.0,19.86
Volvic,Water,0.5,58,0.15,24.65
Rotkäppchen Sekt,Alcoholic Beverages,7.64,62,0.05,450.0
Coca-Cola,Soft Drinks,1.1,4,0.0,4.4
San Pellegrino,Water,1.01,54,0.05,51.81
Passion Fruit Juice,Juices,2.93,10,0.0,29.3
Warsteiner,Alcoholic Beverages,1.02,14,0.0,14.28
Sauvignon Blanc,Alcoholic Beverages,8.83,1,0.0,8.83
Granini Apple,Juices,1.83,83,0.05,144.3
Havana Club,Alcoholic Beverages,22.1,47,0.1,934.83
Cranberry Juice,Juices,3.46,5,0.0,17.3
Granini Apple,Juices,1.72,19,0.05,31.05
Vittel,Water,0.56,8,0.0,4.48
Volvic Touch,Water,1.46,2,0.0,2.92
Apollinaris,Water,0.99,7,0.0,6.93
Coca-Cola,Soft Drinks,1.04,10,0.0,10.4
Mango Juice,Juices,3.25,95,0.15,262.44
Sprite,Soft Drinks,0.83,63,0.05,49.68
Coca-Cola,Soft Drinks,1.1,9,0.0,9.9
Mango Juice,Juices,3.12,8,0.0,24.96
Mango Juice,Juices,3.31,8,0.0,26.48
Club Mate,Soft Drinks,2.81,68,0.1,171.97
Fanta,Soft Drinks,1.17,82,0.05,91.14
Sprite,Soft Drinks,0.56,8,0.0,4.48
Augustiner,Alcoholic Beverages,2.67,43,0.15,97.59
Mango Juice,Juices,2.6,6,0.05,14.82
Vio Wasser,Water,1.66,5,0.0,8.3
Red Bull,Soft Drinks,2.04,87,0.15,150.86
Apollinaris,Water,0.99,2,0.0,1.98
San Pellegrino,Water,0.91,9,0.0,8.19
Erdinger Weißbier,Alcoholic Beverages,1.38,66,0.05,86.53
Apollinaris,Water,0.93,8,0.0,7.44
Volvic Touch,Water,1.46,14,0.0,20.44
Sprite,Soft Drinks,0.9,40,0.1,32.4
Volvic Touch,Water,1.46,3,0.0,4.38
San Pellegrino,Water,0.86,3,0.0,2.58
Volvic,Water,0.57,5,0.0,2.85
Veuve Clicquot,Alcoholic Beverages,106.01,15,0.0,1590.15
Volvic Touch,Water,1.46,6,0.0,8.76
Fritz-Kola,Soft Drinks,2.05,3,0.0,6.15
Hohes C Orange,Juices,1.8,13,0.0,23.4
Granini Apple,Juices,1.5,42,0.05,59.85
Riesling,Alcoholic Beverages,5.74,23,0.1,118.82
Vio Wasser,Water,1.61,15,0.0,24.15
Rockstar,Soft Drinks,2.21,6,0.0,13.26
San Pellegrino,Water,0.86,11,0.0,9.46
Jever,Alcoholic Beverages,1.19,30,0.05,33.91
San Pellegrino,Water,0.81,55,0.1,40.1
Mezzo Mix,Soft Drinks,0.61,4,0.0,2.44
Bacardi,Alcoholic Beverages,13.44,2,0.0,26.88
Monster,Soft Drinks,2.27,26,0.1,53.12
Sauvignon Blanc,Alcoholic Beverages,6.44,48,0.1,278.21
Mezzo Mix,Soft Drinks,1.05,48,0.1,45.36
Sprite,Soft Drinks,0.56,3,0.0,1.68
Pepsi,Soft Drinks,1.49,4,0.0,5.96
Jack Daniels,Alcoholic Beverages,51.76,4,0.0,207.04
Rockstar,Soft Drinks,3.04,65,0.1,177.84
Rockstar,Soft Drinks,2.34,10,0.0,23.4
Fritz-Kola,Soft Drinks,2.12,1,0.0,2.12
Mountain Dew,Soft Drinks,0.99,15,0.0,14.85
Gerolsteiner,Water,1.14,35,0.1,35.91
Passion Fruit Juice,Juices,2.93,5,0.0,14.65
Augustiner,Alcoholic Beverages,1.12,5,0.0,5.6
Rockstar,Soft Drinks,2.21,1,0.0,2.21
Vio Wasser,Water,1.94,92,0.15,151.71
Evian,Water,1.23,3,0.0,3.69
Veuve Clicquot,Alcoholic Beverages,109.19,8,0.0,873.52
Granini Apple,Juices,1.19,9,0.05,10.17
Jack Daniels,Alcoholic Beverages,50.25,3,0.0,150.75
Volvic,Water,0.57,13,0.0,7.41
Merlot,Alcoholic Beverages,4.48,1,0.0,4.48
Kölsch,Alcoholic Beverages,0.96,9,0.0,8.64
Mango Juice,Juices,3.21,15,0.0,48.15
Cranberry Juice,Juices,3.46,2,0.0,6.92
Hohes C Orange,Juices,1.86,10,0.0,18.6
Tanqueray,Alcoholic Beverages,23.81,57,0.15,1153.59
Rauch Multivitamin,Juices,2.38,12,0.0,28.56
Volvic Touch,Water,1.76,82,0.1,129.89
Sauvignon Blanc,Alcoholic Beverages,9.09,5,0.0,45.45
Mango Juice,Juices,3.21,11,0.0,35.31
Selters,Water,0.46,8,0.0,3.68
Tomato Juice,Juices,3.43,10,0.0,34.3
Hohes C Orange,Juices,2.57,31,0.1,71.7
Hohes C Orange,Juices,1.75,1,0.0,1.75
Club Mate,Soft Drinks,1.83,18,0.05,31.29
San Pellegrino,Water,0.87,98,0.1,76.73
Granini Apple,Juices,1.97,64,0.1,113.47
Bacardi,Alcoholic Beverages,13.84,13,0.0,179.92
San Pellegrino,Water,0.86,2,0.0,1.72
Veuve Clicquot,Alcoholic Beverages,109.19,12,0.0,1310.28
Vio Wasser,Water,1.61,1,0.0,1.61
Jack Daniels,Alcoholic Beverages,48.79,11,0.0,536.69
Havana Club,Alcoholic Beverages,12.58,2,0.0,25.16
Riesling,Alcoholic Beverages,10.07,45,0.1,407.84
Red Bull,Soft Drinks,2.22,1,0.0,2.22
Mezzo Mix,Soft Drinks,1.4,90,0.15,107.1
Vittel,Water,0.58,15,0.0,8.7
Volvic,Water,0.64,93,0.1,53.57
Vittel,Water,0.59,12,0.0,7.08
Cranberry Juice,Juices,3.67,12,0.0,44.04
Hohes C Orange,Juices,2.1,60,0.05,119.7
Evian,Water,1.54,59,0.1,81.77
Hohes C Orange,Juices,1.86,1,0.0,1.86
Schwip Schwap,Soft Drinks,1.2,7,0.0,8.4
Fritz-Kola,Soft Drinks,3.08,18,0.05,52.67
Rockstar,Soft Drinks,2.34,10,0.0,23.4
Cranberry Juice,Juices,3.49,90,0.15,266.98
Krombacher,Alcoholic Beverages,1.03,7,0.05,6.85
Red Bull,Soft Drinks,2.37,35,0.1,74.66
San Pellegrino,Water,0.42,35,0.1,13.23
Rotkäppchen Sekt,Alcoholic Beverages,5.19,2,0.05,9.86
Evian,Water,0.8,70,0.05,53.2
Passion Fruit Juice,Juices,3.11,6,0.0,18.66
Evian,Water,1.22,97,0.1,106.51
Apollinaris,Water,0.42,68,0.1,25.7
Mountain Dew,Soft Drinks,0.96,9,0.0,8.64
Fanta,Soft Drinks,1.16,5,0.0,5.8
Volvic Touch,Water,1.42,10,0.0,14.2
Mezzo Mix,Soft Drinks,0.63,13,0.0,8.19
Jack Daniels,Alcoholic Beverages,51.76,1,0.0,51.76
Gerolsteiner,Water,1.04,11,0.0,11.44
Veuve Clicquot,Alcoholic Beverages,51.81,13,0.05,639.85
Rauch Multivitamin,Juices,2.38,12,0.0,28.56
Chardonnay,Alcoholic Beverages,4.74,5,0.0,23.7
Hohes C Orange,Juices,1.8,10,0.0,18.0
Tomato Juice,Juices,3.43,13,0.0,44.59
Vio Wasser,Water,1.66,1,0.0,1.66
Mezzo Mix,Soft Drinks,0.63,9,0.0,5.67
Tomato Juice,Juices,2.2,40,0.05,83.6
Apollinaris,Water,0.88,59,0.05,49.32
Volvic Touch,Water,1.46,12,0.0,17.52
Pepsi,Soft Drinks,1.58,7,0.0,11.06
Volvic,Water,0.71,65,0.1,41.54
Sprite,Soft Drinks,0.53,13,0.0,6.89
Cranberry Juice,Juices,3.46,7,0.0,24.22
Gerolsteiner,Water,0.64,27,0.05,16.42
Mango Juice,Juices,2.51,21,0.05,50.07
Cranberry Juice,Juices,3.46,14,0.0,48.44
Cranberry Juice,Juices,3.67,13,0.0,47.71
Schwip Schwap,Soft Drinks,0.9,57,0.1,46.17
Warsteiner,Alcoholic Beverages,1.02,13,0.0,13.26
Fritz-Kola,Soft Drinks,2.59,80,0.05,196.84
Coca-Cola,Soft Drinks,1.04,2,0.0,2.08
Bacardi,Alcoholic Beverages,14.86,91,0.1,1217.03
Tomato Juice,Juices,3.33,1,0.0,3.33
Schwip Schwap,Soft Drinks,1.2,75,0.1,81.0
Jever,Alcoholic Beverages,1.17,47,0.1,49.49
Granini Apple,Juices,1.64,1,0.0,1.64
Granini Apple,Juices,1.64,14,0.0,22.96
Vio Wasser,Water,1.57,41,0.05,61.15
Passion Fruit Juice,Juices,3.11,7,0.0,21.77
Vio Wasser,Water,1.71,10,0.0,17.1
Mezzo Mix,Soft Drinks,1.2,85,0.15,86.7
Pepsi,Soft Drinks,1.53,5,0.0,7.65
Vittel,Water,0.56,4,0.0,2.24
Mezzo Mix,Soft Drinks,0.59,5,0.0,2.95
Beck's,Alcoholic Beverages,1.51,12,0.0,18.12
Schwip Schwap,Soft Drinks,1.24,10,0.0,12.4
Beck's,Alcoholic Beverages,1.01,61,0.1,55.45
Vio Wasser,Water,1.66,15,0.0,24.9
Riesling,Alcoholic Beverages,11.52,77,0.1,798.34
Jever,Alcoholic Beverages,1.88,7,0.0,13.16
Merlot,Alcoholic Beverages,10.03,30,0.05,285.85
Granini Apple,Juices,2.52,22,0.1,49.9
Veuve Clicquot,Alcoholic Beverages,112.46,13,0.0,1461.98
Rockstar,Soft Drinks,2.27,4,0.0,9.08
Warsteiner,Alcoholic Beverages,1.05,2,0.0,2.1
Selters,Water,0.46,6,0.0,2.76
Riesling,Alcoholic Beverages,4.07,14,0.0,56.98
Monster,Soft Drinks,3.09,55,0.1,152.95
Mango Juice,Juices,3.67,11,0.05,38.35
Hohes C Orange,Juices,1.8,1,0.0,1.8
Mezzo Mix,Soft Drinks,1.4,80,0.05,106.4
San Pellegrino,Water,0.91,15,0.0,13.65
Rauch Multivitamin,Juices,2.45,4,0.0,9.8
Bacardi,Alcoholic Beverages,13.84,5,0.0,69.2
Gerolsteiner,Water,1.01,9,0.0,9.09
Pepsi,Soft Drinks,1.53,10,0.0,15.3
Rauch Multivitamin,Juices,2.45,13,0.0,31.85
Mountain Dew,Soft Drinks,0.99,12,0.0,11.88
Jack Daniels,Alcoholic Beverages,51.76,15,0.0,776.4
Apollinaris,Water,0.64,39,0.15,21.22
Rockstar,Soft Drinks,1.89,54,0.05,96.96
Mezzo Mix,Soft Drinks,0.61,1,0.0,0.61
Chardonnay,Alcoholic Beverages,4.74,10,0.0,47.4
Volvic,Water,0.55,10,0.0,5.5
Johnnie Walker,Alcoholic Beverages,36.59,10,0.0,365.9
Granini Apple,Juices,1.67,99,0.1,148.8
Pepsi,Soft Drinks,0.75,15,0.15,9.56
Vittel,Water,0.58,15,0.0,8.7
Tomato Juice,Juices,3.23,2,0.0,6.46
Granini Apple,Juices,1.54,13,0.05,19.02
Coca-Cola,Soft Drinks,1.04,9,0.0,9.36
Beck's,Alcoholic Beverages,1.46,5,0.0,7.3
Selters,Water,0.46,10,0.0,4.6
Vio Wasser,Water,1.11,45,0.05,47.45
Schwip Schwap,Soft Drinks,1.2,1,0.0,1.2
Johnnie Walker,Alcoholic Beverages,37.69,8,0.0,301.52
Fanta,Soft Drinks,0.84,19,0.05,15.16
Monster,Soft Drinks,3.31,2,0.0,6.62
Mango Juice,Juices,2.64,26,0.05,65.21
Mezzo Mix,Soft Drinks,0.61,10,0.0,6.1
Volvic,Water,0.91,8,0.1,6.55
San Pellegrino,Water,0.91,2,0.0,1.82
Mango Juice,Juices,3.21,7,0.0,22.47
Beck's,Alcoholic Beverages,1.33,6,0.0,7.98
Evian,Water,1.31,10,0.0,13.1
Fanta,Soft Drinks,1.19,8,0.0,9.52
Johnnie Walker,Alcoholic Beverages,35.52,1,0.0,35.52
Passion Fruit Juice,Juices,2.93,14,0.0,41.02
Fritz-Kola,Soft Drinks,2.12,12,0.0,25.44
Moët & Chandon,Alcoholic Beverages,58.82,15,0.0,882.3
Hohes C Orange,Juices,1.8,2,0.0,3.6
Havana Club,Alcoholic Beverages,12.58,2,0.0,25.16
Riesling,Alcoholic Beverages,5.56,17,0.05,89.79
Vittel,Water,0.62,12,0.0,7.44
Kölsch,Alcoholic Beverages,0.99,9,0.0,8.91
Tomato Juice,Juices,3.23,8,0.0,25.84
Red Bull,Soft Drinks,3.39,91,0.1,277.64
Riesling,Alcoholic Beverages,4.07,6,0.0,24.42
Volvic Touch,Water,1.04,4,0.05,3.95
Beck's,Alcoholic Beverages,1.51,1,0.0,1.51
Warsteiner,Alcoholic Beverages,1.44,91,0.1,117.94
Rockstar,Soft Drinks,2.21,1,0.0,2.21
Tomato Juice,Juices,3.43,3,0.0,10.29
Fritz-Kola,Soft Drinks,1.99,12,0.0,23.88
Mango Juice,Juices,3.21,2,0.0,6.42
Coca-Cola,Soft Drinks,1.04,15,0.0,15.6
Apollinaris,Water,0.93,4,0.0,3.72
Vittel,Water,0.64,9,0.0,5.76
Gerolsteiner,Water,1.01,5,0.0,5.05
Apollinaris,Water,0.94,41,0.05,36.61
Krombacher,Alcoholic Beverages,1.08,13,0.1,12.64
Fritz-Kola,Soft Drinks,2.05,6,0.0,12.3
Havana Club,Alcoholic Beverages,13.35,4,0.0,53.4
Apollinaris,Water,0.96,8,0.0,7.68
Sauvignon Blanc,Alcoholic Beverages,8.57,9,0.0,77.13
Volvic Touch,Water,1.46,1,0.0,1.46
Volvic,Water,0.58,4,0.0,2.32
Volvic Touch,Water,1.69,75,0.1,114.08
Pepsi,Soft Drinks,1.49,11,0.0,16.39
Passion Fruit Juice,Juices,3.11,2,0.0,6.22
Jever,Alcoholic Beverages,1.2,83,0.1,89.64
Coca-Cola,Soft Drinks,1.04,12,0.0,12.48
Tomato Juice,Juices,2.51,84,0.1,189.76
Cranberry Juice,Juices,3.46,7,0.0,24.22
Volvic Touch,Water,0.72,26,0.05,17.78
Schwip Schwap,Soft Drinks,1.24,9,0.0,11.16
Rockstar,Soft Drinks,2.21,4,0.0,8.84
Hohes C Orange,Juices,1.8,15,0.0,27.0
Granini Apple,Juices,1.12,39,0.05,41.5
Johnnie Walker,Alcoholic Beverages,37.69,2,0.0,75.38
Jack Daniels,Alcoholic Beverages,42.09,86,0.1,3257.77
Havana Club,Alcoholic Beverages,19.92,19,0.05,359.56
Sauvignon Blanc,Alcoholic Beverages,11.17,2,0.05,21.22
Club Mate,Soft Drinks,2.13,14,0.0,29.82
Cranberry Juice,Juices,3.56,12,0.0,42.72
Tomato Juice,Juices,3.23,1,0.0,3.23
Moët & Chandon,Alcoholic Beverages,60.58,4,0.0,242.32
Club Mate,Soft Drinks,2.19,13,0.0,28.47
Coca-Cola,Soft Drinks,1.21,97,0.1,105.63
Apollinaris,Water,0.99,6,0.0,5.94
Kölsch,Alcoholic Beverages,0.99,3,0.0,2.97
Riesling,Alcoholic Beverages,10.61,90,0.15,811.66
Johnnie Walker,Alcoholic Beverages,52.2,95,0.1,4463.1
Warsteiner,Alcoholic Beverages,1.07,68,0.1,65.48
Chardonnay,Alcoholic Beverages,5.03,8,0.0,40.24
Bacardi,Alcoholic Beverages,14.26,9,0.0,128.34
Pepsi,Soft Drinks,1.74,7,0.0,12.18
Granini Apple,Juices,1.49,13,0.05,18.4
Vittel,Water,0.56,9,0.0,5.04
Warsteiner,Alcoholic Beverages,1.43,10,0.05,13.58
Rockstar,Soft Drinks,2.02,10,0.05,19.19
Passion Fruit Juice,Juices,2.93,13,0.0,38.09
Volvic Touch,Water,1.46,11,0.0,16.06
Cranberry Juice,Juices,3.56,9,0.0,32.04
Evian,Water,1.08,52,0.1,50.54
Volvic Touch,Water,0.99,26,0.05,24.45
Sauvignon Blanc,Alcoholic Beverages,12.39,61,0.1,680.21
Tomato Juice,Juices,3.23,9,0.0,29.07
Rauch Multivitamin,Juices,2.38,7,0.0,16.66
Moët & Chandon,Alcoholic Beverages,50.16,51,0.05,2430.25
Jack Daniels,Alcoholic Beverages,21.5,23,0.1,445.05
Beck's,Alcoholic Beverages,1.02,55,0.05,53.3
Riesling,Alcoholic Beverages,4.32,3,0.0,12.96
Gerolsteiner,Water,1.07,1,0.0,1.07
Mango Juice,Juices,3.21,14,0.0,44.94
Cranberry Juice,Juices,2.4,12,0.05,27.36
Selters,Water,1.51,94,0.1,127.75
Tomato Juice,Juices,3.43,11,0.0,37.73
Volvic,Water,0.57,10,0.0,5.7
Rauch Multivitamin,Juices,2.31,1,0.0,2.31
Tomato Juice,Juices,3.33,7,0.0,23.31
Cranberry Juice,Juices,3.67,11,0.0,40.37
Volvic Touch,Water,0.61,48,0.15,24.89
San Pellegrino,Water,0.89,1,0.0,0.89
Cranberry Juice,Juices,3.21,100,0.1,288.9
Chardonnay,Alcoholic Beverages,4.88,10,0.0,48.8
Tomato Juice,Juices,3.33,12,0.0,39.96
Apollinaris,Water,0.96,15,0.0,14.4
Evian,Water,1.31,99,0.15,110.24
Coca-Cola,Soft Drinks,0.95,14,0.05,12.63
Sprite,Soft Drinks,1.54,93,0.1,128.9
Coca-Cola,Soft Drinks,0.77,14,0.05,10.24
Riesling,Alcoholic Beverages,4.19,3,0.0,12.57
Mezzo Mix,Soft Drinks,0.59,15,0.0,8.85
Gerolsteiner,Water,1.01,13,0.0,13.13
Vittel,Water,0.68,58,0.05,37.47
Vio Wasser,Water,1.61,10,0.0,16.1
Johnnie Walker,Alcoholic Beverages,43.37,64,0.05,2636.9
Coca-Cola,Soft Drinks,1.28,90,0.05,109.44
Fritz-Kola,Soft Drinks,2.88,51,0.15,124.85
Mountain Dew,Soft Drinks,0.99,10,0.0,9.9
Mezzo Mix,Soft Drinks,1.24,92,0.1,102.67
Mountain Dew,Soft Drinks,0.93,11,0.0,10.23
Gerolsteiner,Water,1.07,9,0.0,9.63
Beck's,Alcoholic Beverages,1.41,3,0.0,4.23
Cranberry Juice,Juices,3.46,14,0.0,48.44
Mango Juice,Juices,3.82,87,0.05,315.72
San Pellegrino,Water,0.91,4,0.0,3.64
Tomato Juice,Juices,3.33,7,0.0,23.31
Tomato Juice,Juices,3.43,15,0.0,51.45
Kölsch,Alcoholic Beverages,0.93,4,0.0,3.72
Vittel,Water,0.56,7,0.0,3.92
Selters,Water,0.46,12,0.0,5.52
Volvic,Water,0.58,3,0.0,1.74
Jack Daniels,Alcoholic Beverages,34.39,23,0.05,751.42
Bacardi,Alcoholic Beverages,14.26,4,0.0,57.04
Volvic,Water,0.57,11,0.0,6.27
Gerolsteiner,Water,1.07,14,0.0,14.98
Hohes C Orange,Juices,1.82,38,0.1,62.24
San Pellegrino,Water,0.89,8,0.0,7.12
Vio Wasser,Water,1.51,59,0.1,80.18
Selters,Water,0.49,1,0.0,0.49
Passion Fruit Juice,Juices,2.93,11,0.0,32.23
Apollinaris,Water,0.93,5,0.0,4.65
Club Mate,Soft Drinks,2.76,93,0.1,231.01
Mango Juice,Juices,3.12,7,0.0,21.84
Sprite,Soft Drinks,1.27,69,0.1,78.87
Fritz-Kola,Soft Drinks,1.93,46,0.05,84.34
Cranberry Juice,Juices,2.18,46,0.05,95.27
Rotkäppchen Sekt,Alcoholic Beverages,8.29,4,0.0,33.16
Fritz-Kola,Soft Drinks,2.12,5,0.0,10.6
Hohes C Orange,Juices,1.8,6,0.0,10.8
Sprite,Soft Drinks,1.24,93,0.1,103.79
Granini Apple,Juices,1.27,76,0.05,91.69
Erdinger Weißbier,Alcoholic Beverages,1.98,5,0.0,9.9
Jack Daniels,Alcoholic Beverages,50.25,5,0.0,251.25
Jack Daniels,Alcoholic Beverages,48.79,1,0.0,48.79
San Pellegrino,Water,0.91,12,0.0,10.92
Cranberry Juice,Juices,3.56,2,0.0,7.12
San Pellegrino,Water,0.89,13,0.0,11.57
Vio Wasser,Water,1.71,12,0.0,20.52
Volvic Touch,Water,1.46,10,0.0,14.6
Mango Juice,Juices,3.21,4,0.0,12.84
Jever,Alcoholic Beverages,1.88,8,0.0,15.04
Granini Apple,Juices,1.59,12,0.0,19.08
Red Bull,Soft Drinks,2.22,9,0.0,19.98
Jack Daniels,Alcoholic Beverages,29.41,31,0.1,820.54
Apollinaris,Water,0.99,12,0.0,11.88
Apollinaris,Water,0.6,14,0.05,7.98
